Training: 2022-01-16 21:35:48,806-rank_id: 0
Training: 2022-01-16 21:40:56,700-Speed 4994.12 samples/sec   Loss 38.7781   LearningRate 0.0110   Epoch: 0   Global Step: 230   Fp16 Grad Scale: 32768   Required: 22 hours
Training: 2022-01-16 21:41:04,833-Speed 5036.83 samples/sec   Loss 38.6530   LearningRate 0.0115   Epoch: 0   Global Step: 240   Fp16 Grad Scale: 32768   Required: 22 hours
Training: 2022-01-16 21:41:13,081-Speed 4967.05 samples/sec   Loss 38.5239   LearningRate 0.0120   Epoch: 0   Global Step: 250   Fp16 Grad Scale: 32768   Required: 22 hours
Training: 2022-01-16 21:41:21,245-Speed 5018.01 samples/sec   Loss 38.4202   LearningRate 0.0125   Epoch: 0   Global Step: 260   Fp16 Grad Scale: 32768   Required: 22 hours
Training: 2022-01-16 21:41:29,401-Speed 5023.10 samples/sec   Loss 38.3199   LearningRate 0.0129   Epoch: 0   Global Step: 270   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:41:37,579-Speed 5008.91 samples/sec   Loss 38.2390   LearningRate 0.0134   Epoch: 0   Global Step: 280   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:41:45,806-Speed 4979.72 samples/sec   Loss 38.1545   LearningRate 0.0139   Epoch: 0   Global Step: 290   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:41:53,932-Speed 5041.56 samples/sec   Loss 38.0808   LearningRate 0.0144   Epoch: 0   Global Step: 300   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:02,109-Speed 5010.20 samples/sec   Loss 37.9930   LearningRate 0.0149   Epoch: 0   Global Step: 310   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:10,259-Speed 5026.11 samples/sec   Loss 37.9548   LearningRate 0.0153   Epoch: 0   Global Step: 320   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:18,367-Speed 5052.82 samples/sec   Loss 37.8730   LearningRate 0.0158   Epoch: 0   Global Step: 330   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:26,749-Speed 4887.38 samples/sec   Loss 37.8595   LearningRate 0.0163   Epoch: 0   Global Step: 340   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:35,331-Speed 4773.39 samples/sec   Loss 37.7946   LearningRate 0.0168   Epoch: 0   Global Step: 350   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:43,714-Speed 4886.87 samples/sec   Loss 37.7501   LearningRate 0.0173   Epoch: 0   Global Step: 360   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:42:52,199-Speed 4828.46 samples/sec   Loss 37.7153   LearningRate 0.0177   Epoch: 0   Global Step: 370   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:43:00,527-Speed 4918.84 samples/sec   Loss 37.6671   LearningRate 0.0182   Epoch: 0   Global Step: 380   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:43:08,811-Speed 4945.02 samples/sec   Loss 37.6244   LearningRate 0.0187   Epoch: 0   Global Step: 390   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:43:17,185-Speed 4891.89 samples/sec   Loss 37.5715   LearningRate 0.0192   Epoch: 0   Global Step: 400   Fp16 Grad Scale: 32768   Required: 21 hours
Training: 2022-01-16 21:43:25,568-Speed 4887.01 samples/sec   Loss 37.5309   LearningRate 0.0197   Epoch: 0   Global Step: 410   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:43:34,209-Speed 4740.19 samples/sec   Loss 37.4967   LearningRate 0.0201   Epoch: 0   Global Step: 420   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:43:43,142-Speed 4586.17 samples/sec   Loss 37.4433   LearningRate 0.0206   Epoch: 0   Global Step: 430   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:43:52,076-Speed 4585.93 samples/sec   Loss 37.3920   LearningRate 0.0211   Epoch: 0   Global Step: 440   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:44:00,664-Speed 4769.83 samples/sec   Loss 37.3686   LearningRate 0.0216   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:44:08,816-Speed 5025.37 samples/sec   Loss 37.3318   LearningRate 0.0221   Epoch: 0   Global Step: 460   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:44:17,003-Speed 5003.77 samples/sec   Loss 37.2828   LearningRate 0.0225   Epoch: 0   Global Step: 470   Fp16 Grad Scale: 65536   Required: 21 hours
Training: 2022-01-16 21:44:25,345-Speed 4910.27 samples/sec   Loss 37.2487   LearningRate 0.0230   Epoch: 0   Global Step: 480   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:44:33,762-Speed 4866.92 samples/sec   Loss 37.2001   LearningRate 0.0235   Epoch: 0   Global Step: 490   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:44:41,881-Speed 5045.83 samples/sec   Loss 37.1601   LearningRate 0.0240   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:44:49,992-Speed 5050.97 samples/sec   Loss 37.1145   LearningRate 0.0244   Epoch: 0   Global Step: 510   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:44:58,042-Speed 5088.69 samples/sec   Loss 37.0903   LearningRate 0.0249   Epoch: 0   Global Step: 520   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:06,283-Speed 4971.30 samples/sec   Loss 37.0200   LearningRate 0.0254   Epoch: 0   Global Step: 530   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:14,385-Speed 5056.40 samples/sec   Loss 36.9918   LearningRate 0.0259   Epoch: 0   Global Step: 540   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:22,529-Speed 5029.98 samples/sec   Loss 36.9457   LearningRate 0.0264   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:30,695-Speed 5016.28 samples/sec   Loss 36.8602   LearningRate 0.0268   Epoch: 0   Global Step: 560   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:38,850-Speed 5023.82 samples/sec   Loss 36.7954   LearningRate 0.0273   Epoch: 0   Global Step: 570   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:47,157-Speed 4931.65 samples/sec   Loss 36.7233   LearningRate 0.0278   Epoch: 0   Global Step: 580   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:45:55,468-Speed 4929.00 samples/sec   Loss 36.6769   LearningRate 0.0283   Epoch: 0   Global Step: 590   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:03,886-Speed 4866.64 samples/sec   Loss 36.6102   LearningRate 0.0288   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:12,083-Speed 4997.31 samples/sec   Loss 36.5377   LearningRate 0.0292   Epoch: 0   Global Step: 610   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:20,339-Speed 4962.02 samples/sec   Loss 36.4571   LearningRate 0.0297   Epoch: 0   Global Step: 620   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:28,501-Speed 5018.68 samples/sec   Loss 36.4004   LearningRate 0.0302   Epoch: 0   Global Step: 630   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:36,718-Speed 4985.69 samples/sec   Loss 36.3468   LearningRate 0.0307   Epoch: 0   Global Step: 640   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:44,988-Speed 4953.48 samples/sec   Loss 36.2428   LearningRate 0.0312   Epoch: 0   Global Step: 650   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:46:53,147-Speed 5021.59 samples/sec   Loss 36.1746   LearningRate 0.0316   Epoch: 0   Global Step: 660   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:01,324-Speed 5009.78 samples/sec   Loss 36.0855   LearningRate 0.0321   Epoch: 0   Global Step: 670   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:09,630-Speed 4931.81 samples/sec   Loss 36.0429   LearningRate 0.0326   Epoch: 0   Global Step: 680   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:17,800-Speed 5013.80 samples/sec   Loss 35.9046   LearningRate 0.0331   Epoch: 0   Global Step: 690   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:26,096-Speed 4938.08 samples/sec   Loss 35.8652   LearningRate 0.0336   Epoch: 0   Global Step: 700   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:34,239-Speed 5030.98 samples/sec   Loss 35.7652   LearningRate 0.0340   Epoch: 0   Global Step: 710   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:42,399-Speed 5020.12 samples/sec   Loss 35.6646   LearningRate 0.0345   Epoch: 0   Global Step: 720   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:50,543-Speed 5030.45 samples/sec   Loss 35.5185   LearningRate 0.0350   Epoch: 0   Global Step: 730   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:47:58,711-Speed 5014.99 samples/sec   Loss 35.3987   LearningRate 0.0355   Epoch: 0   Global Step: 740   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:07,038-Speed 4919.77 samples/sec   Loss 35.3237   LearningRate 0.0360   Epoch: 0   Global Step: 750   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:15,370-Speed 4916.94 samples/sec   Loss 35.2523   LearningRate 0.0364   Epoch: 0   Global Step: 760   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:23,530-Speed 5020.15 samples/sec   Loss 35.1140   LearningRate 0.0369   Epoch: 0   Global Step: 770   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:31,813-Speed 4945.45 samples/sec   Loss 35.0306   LearningRate 0.0374   Epoch: 0   Global Step: 780   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:40,372-Speed 4786.38 samples/sec   Loss 34.9250   LearningRate 0.0379   Epoch: 0   Global Step: 790   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:48,675-Speed 4933.75 samples/sec   Loss 34.8609   LearningRate 0.0384   Epoch: 0   Global Step: 800   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:48:56,868-Speed 5000.10 samples/sec   Loss 34.7451   LearningRate 0.0388   Epoch: 0   Global Step: 810   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:49:05,270-Speed 4875.65 samples/sec   Loss 34.5928   LearningRate 0.0393   Epoch: 0   Global Step: 820   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:49:13,469-Speed 4996.50 samples/sec   Loss 34.5335   LearningRate 0.0398   Epoch: 0   Global Step: 830   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:49:21,896-Speed 4861.35 samples/sec   Loss 34.3727   LearningRate 0.0403   Epoch: 0   Global Step: 840   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:49:30,216-Speed 4923.98 samples/sec   Loss 34.3175   LearningRate 0.0407   Epoch: 0   Global Step: 850   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:49:38,555-Speed 4912.27 samples/sec   Loss 34.1208   LearningRate 0.0412   Epoch: 0   Global Step: 860   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:49:46,889-Speed 4915.30 samples/sec   Loss 34.0163   LearningRate 0.0417   Epoch: 0   Global Step: 870   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:49:55,144-Speed 4962.27 samples/sec   Loss 33.9206   LearningRate 0.0422   Epoch: 0   Global Step: 880   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:03,480-Speed 4914.43 samples/sec   Loss 33.7373   LearningRate 0.0427   Epoch: 0   Global Step: 890   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:11,720-Speed 4971.90 samples/sec   Loss 33.6189   LearningRate 0.0431   Epoch: 0   Global Step: 900   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:19,938-Speed 4984.55 samples/sec   Loss 33.5059   LearningRate 0.0436   Epoch: 0   Global Step: 910   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:28,219-Speed 4947.15 samples/sec   Loss 33.3199   LearningRate 0.0441   Epoch: 0   Global Step: 920   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:36,309-Speed 5064.07 samples/sec   Loss 33.2516   LearningRate 0.0446   Epoch: 0   Global Step: 930   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:44,477-Speed 5014.62 samples/sec   Loss 33.1493   LearningRate 0.0451   Epoch: 0   Global Step: 940   Fp16 Grad Scale: 32768   Required: 20 hours
Training: 2022-01-16 21:50:52,604-Speed 5040.53 samples/sec   Loss 33.0069   LearningRate 0.0455   Epoch: 0   Global Step: 950   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:00,779-Speed 5011.43 samples/sec   Loss 32.8917   LearningRate 0.0460   Epoch: 0   Global Step: 960   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:09,177-Speed 4878.26 samples/sec   Loss 32.7576   LearningRate 0.0465   Epoch: 0   Global Step: 970   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:17,337-Speed 5020.29 samples/sec   Loss 32.6143   LearningRate 0.0470   Epoch: 0   Global Step: 980   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:25,474-Speed 5034.25 samples/sec   Loss 32.3868   LearningRate 0.0475   Epoch: 0   Global Step: 990   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:33,587-Speed 5049.33 samples/sec   Loss 32.2796   LearningRate 0.0479   Epoch: 0   Global Step: 1000   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:41,787-Speed 4995.86 samples/sec   Loss 32.1530   LearningRate 0.0484   Epoch: 0   Global Step: 1010   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:50,019-Speed 4976.39 samples/sec   Loss 31.9311   LearningRate 0.0489   Epoch: 0   Global Step: 1020   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:51:58,275-Speed 4962.26 samples/sec   Loss 31.8882   LearningRate 0.0494   Epoch: 0   Global Step: 1030   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:06,405-Speed 5039.19 samples/sec   Loss 31.7123   LearningRate 0.0499   Epoch: 0   Global Step: 1040   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:14,689-Speed 4944.75 samples/sec   Loss 31.6548   LearningRate 0.0503   Epoch: 0   Global Step: 1050   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:22,769-Speed 5070.28 samples/sec   Loss 31.4818   LearningRate 0.0508   Epoch: 0   Global Step: 1060   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:30,912-Speed 5030.70 samples/sec   Loss 31.2750   LearningRate 0.0513   Epoch: 0   Global Step: 1070   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:39,054-Speed 5031.41 samples/sec   Loss 31.2020   LearningRate 0.0518   Epoch: 0   Global Step: 1080   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2022-01-16 21:52:47,459-Speed 4873.89 samples/sec   Loss 30.9998   LearningRate 0.0523   Epoch: 0   Global Step: 1090   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:52:55,675-Speed 4986.22 samples/sec   Loss 30.8290   LearningRate 0.0527   Epoch: 0   Global Step: 1100   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:03,843-Speed 5015.24 samples/sec   Loss 30.7409   LearningRate 0.0532   Epoch: 0   Global Step: 1110   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:12,138-Speed 4938.70 samples/sec   Loss 30.5584   LearningRate 0.0537   Epoch: 0   Global Step: 1120   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:20,247-Speed 5051.90 samples/sec   Loss 30.4590   LearningRate 0.0542   Epoch: 0   Global Step: 1130   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:28,394-Speed 5028.42 samples/sec   Loss 30.2364   LearningRate 0.0547   Epoch: 0   Global Step: 1140   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:36,662-Speed 4954.34 samples/sec   Loss 30.0776   LearningRate 0.0551   Epoch: 0   Global Step: 1150   Fp16 Grad Scale: 131072   Required: 19 hours
Training: 2022-01-16 21:53:44,916-Speed 4963.14 samples/sec   Loss 29.8886   LearningRate 0.0556   Epoch: 0   Global Step: 1160   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:53:53,069-Speed 5025.12 samples/sec   Loss 29.7635   LearningRate 0.0561   Epoch: 0   Global Step: 1170   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:01,394-Speed 4920.32 samples/sec   Loss 29.6980   LearningRate 0.0566   Epoch: 0   Global Step: 1180   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:09,833-Speed 4854.64 samples/sec   Loss 29.5140   LearningRate 0.0570   Epoch: 0   Global Step: 1190   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:18,004-Speed 5013.43 samples/sec   Loss 29.3197   LearningRate 0.0575   Epoch: 0   Global Step: 1200   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:26,277-Speed 4951.93 samples/sec   Loss 29.1883   LearningRate 0.0580   Epoch: 0   Global Step: 1210   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:34,457-Speed 5007.66 samples/sec   Loss 29.0412   LearningRate 0.0585   Epoch: 0   Global Step: 1220   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:42,760-Speed 4934.06 samples/sec   Loss 28.9125   LearningRate 0.0590   Epoch: 0   Global Step: 1230   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:51,007-Speed 4967.11 samples/sec   Loss 28.7392   LearningRate 0.0594   Epoch: 0   Global Step: 1240   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:54:59,354-Speed 4907.55 samples/sec   Loss 28.5431   LearningRate 0.0599   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:07,521-Speed 5016.32 samples/sec   Loss 28.4012   LearningRate 0.0604   Epoch: 0   Global Step: 1260   Fp16 Grad Scale: 131072   Required: 19 hours
Training: 2022-01-16 21:55:15,671-Speed 5026.76 samples/sec   Loss 28.2825   LearningRate 0.0609   Epoch: 0   Global Step: 1270   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:23,946-Speed 4950.29 samples/sec   Loss 28.1665   LearningRate 0.0614   Epoch: 0   Global Step: 1280   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:32,138-Speed 5001.02 samples/sec   Loss 27.9887   LearningRate 0.0618   Epoch: 0   Global Step: 1290   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:40,465-Speed 4919.67 samples/sec   Loss 27.8234   LearningRate 0.0623   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:48,787-Speed 4922.73 samples/sec   Loss 27.6696   LearningRate 0.0628   Epoch: 0   Global Step: 1310   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:55:56,985-Speed 4996.92 samples/sec   Loss 27.4806   LearningRate 0.0633   Epoch: 0   Global Step: 1320   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:56:05,286-Speed 4934.93 samples/sec   Loss 27.3248   LearningRate 0.0638   Epoch: 0   Global Step: 1330   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:56:13,472-Speed 5004.15 samples/sec   Loss 27.1269   LearningRate 0.0642   Epoch: 0   Global Step: 1340   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:56:21,692-Speed 4983.84 samples/sec   Loss 26.9021   LearningRate 0.0647   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:56:29,866-Speed 5011.72 samples/sec   Loss 26.9248   LearningRate 0.0652   Epoch: 0   Global Step: 1360   Fp16 Grad Scale: 65536   Required: 19 hours
Training: 2022-01-16 21:56:38,805-Speed 4582.84 samples/sec   Loss 26.7098   LearningRate 0.0657   Epoch: 0   Global Step: 1370   Fp16 Grad Scale: 131072   Required: 19 hours
Training: 2022-01-16 21:56:47,685-Speed 4613.20 samples/sec   Loss 26.5880   LearningRate 0.0662   Epoch: 0   Global Step: 1380   Fp16 Grad Scale: 131072   Required: 19 hours
Training: 2022-01-16 21:56:55,902-Speed 4985.42 samples/sec   Loss 26.3728   LearningRate 0.0666   Epoch: 0   Global Step: 1390   Fp16 Grad Scale: 131072   Required: 19 hours
