Training: 2021-03-16 00:08:05,448-rank_id: 0
Training: 2021-03-16 00:20:09,726-Speed 3181.20 samples/sec   Loss 29.4090   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 16384   Required: 31 hours
Training: 2021-03-16 00:21:03,260-[lfw][2000]XNorm: 23.232140
Training: 2021-03-16 00:21:03,261-[lfw][2000]Accuracy-Flip: 0.95417+-0.00917
Training: 2021-03-16 00:21:03,261-[lfw][2000]Accuracy-Highest: 0.95417
Training: 2021-03-16 00:22:05,393-[cfp_fp][2000]XNorm: 21.411464
Training: 2021-03-16 00:22:05,393-[cfp_fp][2000]Accuracy-Flip: 0.76514+-0.01732
Training: 2021-03-16 00:22:05,393-[cfp_fp][2000]Accuracy-Highest: 0.76514
Training: 2021-03-16 00:22:59,183-[agedb_30][2000]XNorm: 22.823843
Training: 2021-03-16 00:22:59,184-[agedb_30][2000]Accuracy-Flip: 0.77117+-0.02701
Training: 2021-03-16 00:22:59,184-[agedb_30][2000]Accuracy-Highest: 0.77117
Training: 2021-03-16 00:23:15,110-Speed 276.18 samples/sec   Loss 29.1051   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 16384   Required: 38 hours
Training: 2021-03-16 00:23:31,009-Speed 3220.34 samples/sec   Loss 28.7186   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 16384   Required: 38 hours
Training: 2021-03-16 00:23:46,821-Speed 3238.25 samples/sec   Loss 28.4021   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 16384   Required: 38 hours
Training: 2021-03-16 00:24:02,827-Speed 3199.01 samples/sec   Loss 28.0169   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:24:18,925-Speed 3180.52 samples/sec   Loss 27.6825   Epoch: 0   Global Step: 2250   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:24:34,856-Speed 3213.93 samples/sec   Loss 27.3129   Epoch: 0   Global Step: 2300   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:24:50,678-Speed 3236.08 samples/sec   Loss 26.9717   Epoch: 0   Global Step: 2350   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:25:06,713-Speed 3193.21 samples/sec   Loss 26.6203   Epoch: 0   Global Step: 2400   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:25:22,615-Speed 3219.80 samples/sec   Loss 26.3049   Epoch: 0   Global Step: 2450   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:25:38,382-Speed 3247.51 samples/sec   Loss 26.0031   Epoch: 0   Global Step: 2500   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:25:54,085-Speed 3260.41 samples/sec   Loss 25.6681   Epoch: 0   Global Step: 2550   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:26:10,099-Speed 3197.33 samples/sec   Loss 25.5233   Epoch: 0   Global Step: 2600   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:26:25,911-Speed 3238.21 samples/sec   Loss 24.9659   Epoch: 0   Global Step: 2650   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:26:41,778-Speed 3226.98 samples/sec   Loss 24.7618   Epoch: 0   Global Step: 2700   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:26:57,430-Speed 3271.23 samples/sec   Loss 24.4828   Epoch: 0   Global Step: 2750   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:27:13,306-Speed 3225.09 samples/sec   Loss 24.1737   Epoch: 0   Global Step: 2800   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:27:29,046-Speed 3252.95 samples/sec   Loss 23.8620   Epoch: 0   Global Step: 2850   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:27:44,730-Speed 3264.68 samples/sec   Loss 23.5277   Epoch: 0   Global Step: 2900   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:28:00,530-Speed 3240.58 samples/sec   Loss 23.1968   Epoch: 0   Global Step: 2950   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:28:18,349-Speed 2873.39 samples/sec   Loss 22.8674   Epoch: 0   Global Step: 3000   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:28:37,398-Speed 2687.86 samples/sec   Loss 22.6567   Epoch: 0   Global Step: 3050   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:28:54,207-Speed 3046.02 samples/sec   Loss 22.3398   Epoch: 0   Global Step: 3100   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:29:10,170-Speed 3207.59 samples/sec   Loss 22.1332   Epoch: 0   Global Step: 3150   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:29:26,130-Speed 3208.26 samples/sec   Loss 21.8000   Epoch: 0   Global Step: 3200   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:29:41,926-Speed 3241.32 samples/sec   Loss 21.6180   Epoch: 0   Global Step: 3250   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:29:57,966-Speed 3192.17 samples/sec   Loss 21.3058   Epoch: 0   Global Step: 3300   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:30:14,140-Speed 3165.52 samples/sec   Loss 21.0425   Epoch: 0   Global Step: 3350   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:30:29,951-Speed 3238.35 samples/sec   Loss 20.8757   Epoch: 0   Global Step: 3400   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:30:45,902-Speed 3210.11 samples/sec   Loss 20.4826   Epoch: 0   Global Step: 3450   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:31:02,144-Speed 3152.24 samples/sec   Loss 20.2963   Epoch: 0   Global Step: 3500   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:31:18,938-Speed 3048.88 samples/sec   Loss 20.0434   Epoch: 0   Global Step: 3550   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:31:34,814-Speed 3224.99 samples/sec   Loss 19.8205   Epoch: 0   Global Step: 3600   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:31:50,914-Speed 3181.69 samples/sec   Loss 19.6246   Epoch: 0   Global Step: 3650   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:32:06,983-Speed 3186.35 samples/sec   Loss 19.3697   Epoch: 0   Global Step: 3700   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:32:22,973-Speed 3202.10 samples/sec   Loss 19.2625   Epoch: 0   Global Step: 3750   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:32:38,896-Speed 3215.45 samples/sec   Loss 19.1025   Epoch: 0   Global Step: 3800   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:32:54,785-Speed 3222.46 samples/sec   Loss 18.8601   Epoch: 0   Global Step: 3850   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:33:10,683-Speed 3220.63 samples/sec   Loss 18.5849   Epoch: 0   Global Step: 3900   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:33:26,571-Speed 3222.71 samples/sec   Loss 18.3224   Epoch: 0   Global Step: 3950   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:33:42,676-Speed 3179.21 samples/sec   Loss 18.2185   Epoch: 0   Global Step: 4000   Fp16 Grad Scale: 16384   Required: 34 hours
Training: 2021-03-16 00:34:35,768-[lfw][4000]XNorm: 23.377428
Training: 2021-03-16 00:34:35,768-[lfw][4000]Accuracy-Flip: 0.98550+-0.00563
Training: 2021-03-16 00:34:35,768-[lfw][4000]Accuracy-Highest: 0.98550
Training: 2021-03-16 00:35:37,576-[cfp_fp][4000]XNorm: 20.649463
Training: 2021-03-16 00:35:37,576-[cfp_fp][4000]Accuracy-Flip: 0.87486+-0.01444
Training: 2021-03-16 00:35:37,576-[cfp_fp][4000]Accuracy-Highest: 0.87486
Training: 2021-03-16 00:36:30,889-[agedb_30][4000]XNorm: 22.759454
Training: 2021-03-16 00:36:30,889-[agedb_30][4000]Accuracy-Flip: 0.89167+-0.01682
Training: 2021-03-16 00:36:30,889-[agedb_30][4000]Accuracy-Highest: 0.89167
Training: 2021-03-16 00:36:46,804-Speed 278.07 samples/sec   Loss 17.9946   Epoch: 0   Global Step: 4050   Fp16 Grad Scale: 16384   Required: 38 hours
Training: 2021-03-16 00:37:02,761-Speed 3208.88 samples/sec   Loss 17.6663   Epoch: 0   Global Step: 4100   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:37:18,731-Speed 3205.94 samples/sec   Loss 17.6048   Epoch: 0   Global Step: 4150   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:37:34,614-Speed 3223.78 samples/sec   Loss 17.3775   Epoch: 0   Global Step: 4200   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:37:50,333-Speed 3257.25 samples/sec   Loss 17.2652   Epoch: 0   Global Step: 4250   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:38:06,174-Speed 3232.30 samples/sec   Loss 17.1281   Epoch: 0   Global Step: 4300   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:38:22,283-Speed 3178.42 samples/sec   Loss 16.8643   Epoch: 0   Global Step: 4350   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:38:38,318-Speed 3193.10 samples/sec   Loss 16.7081   Epoch: 0   Global Step: 4400   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:38:54,328-Speed 3198.03 samples/sec   Loss 16.5626   Epoch: 0   Global Step: 4450   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:39:10,370-Speed 3191.77 samples/sec   Loss 16.4076   Epoch: 0   Global Step: 4500   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:39:26,423-Speed 3189.59 samples/sec   Loss 16.2842   Epoch: 0   Global Step: 4550   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:39:42,422-Speed 3200.15 samples/sec   Loss 16.0152   Epoch: 0   Global Step: 4600   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:39:58,162-Speed 3253.15 samples/sec   Loss 15.8192   Epoch: 0   Global Step: 4650   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:40:14,947-Speed 3050.29 samples/sec   Loss 15.8236   Epoch: 0   Global Step: 4700   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:40:31,873-Speed 3025.13 samples/sec   Loss 15.6750   Epoch: 0   Global Step: 4750   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:40:50,436-Speed 2758.27 samples/sec   Loss 15.5105   Epoch: 0   Global Step: 4800   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:41:07,344-Speed 3028.20 samples/sec   Loss 15.3014   Epoch: 0   Global Step: 4850   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:41:24,022-Speed 3069.99 samples/sec   Loss 15.2387   Epoch: 0   Global Step: 4900   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:41:39,937-Speed 3217.16 samples/sec   Loss 15.1517   Epoch: 0   Global Step: 4950   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:41:56,058-Speed 3176.16 samples/sec   Loss 14.9455   Epoch: 0   Global Step: 5000   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:42:12,047-Speed 3202.38 samples/sec   Loss 14.8795   Epoch: 0   Global Step: 5050   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:42:27,907-Speed 3228.30 samples/sec   Loss 14.7632   Epoch: 0   Global Step: 5100   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:42:43,819-Speed 3217.77 samples/sec   Loss 14.5452   Epoch: 0   Global Step: 5150   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:42:59,862-Speed 3191.62 samples/sec   Loss 14.5063   Epoch: 0   Global Step: 5200   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:43:15,905-Speed 3191.46 samples/sec   Loss 14.3381   Epoch: 0   Global Step: 5250   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:43:31,717-Speed 3238.22 samples/sec   Loss 14.1871   Epoch: 0   Global Step: 5300   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:43:47,609-Speed 3221.83 samples/sec   Loss 14.1136   Epoch: 0   Global Step: 5350   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:44:04,332-Speed 3061.75 samples/sec   Loss 13.9645   Epoch: 0   Global Step: 5400   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:44:20,294-Speed 3207.74 samples/sec   Loss 13.8608   Epoch: 0   Global Step: 5450   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:44:36,312-Speed 3196.47 samples/sec   Loss 13.8293   Epoch: 0   Global Step: 5500   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:44:52,269-Speed 3208.69 samples/sec   Loss 13.7091   Epoch: 0   Global Step: 5550   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:45:08,324-Speed 3189.11 samples/sec   Loss 13.5512   Epoch: 0   Global Step: 5600   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:45:24,227-Speed 3219.69 samples/sec   Loss 13.4331   Epoch: 0   Global Step: 5650   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:45:40,056-Speed 3234.60 samples/sec   Loss 13.4330   Epoch: 0   Global Step: 5700   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:45:56,160-Speed 3179.51 samples/sec   Loss 13.2596   Epoch: 0   Global Step: 5750   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:46:12,104-Speed 3211.34 samples/sec   Loss 13.2687   Epoch: 0   Global Step: 5800   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:46:28,001-Speed 3220.76 samples/sec   Loss 13.0856   Epoch: 0   Global Step: 5850   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:46:43,766-Speed 3247.89 samples/sec   Loss 13.1248   Epoch: 0   Global Step: 5900   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:46:59,711-Speed 3211.09 samples/sec   Loss 12.8758   Epoch: 0   Global Step: 5950   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:47:15,713-Speed 3199.62 samples/sec   Loss 12.8385   Epoch: 0   Global Step: 6000   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2021-03-16 00:48:08,906-[lfw][6000]XNorm: 23.771280
Training: 2021-03-16 00:48:08,907-[lfw][6000]Accuracy-Flip: 0.99200+-0.00393
Training: 2021-03-16 00:48:08,907-[lfw][6000]Accuracy-Highest: 0.99200
Training: 2021-03-16 00:49:11,056-[cfp_fp][6000]XNorm: 20.678736
Training: 2021-03-16 00:49:11,057-[cfp_fp][6000]Accuracy-Flip: 0.90643+-0.01224
Training: 2021-03-16 00:49:11,057-[cfp_fp][6000]Accuracy-Highest: 0.90643
Training: 2021-03-16 00:50:04,315-[agedb_30][6000]XNorm: 23.145711
Training: 2021-03-16 00:50:04,316-[agedb_30][6000]Accuracy-Flip: 0.91633+-0.01310
Training: 2021-03-16 00:50:04,316-[agedb_30][6000]Accuracy-Highest: 0.91633
Training: 2021-03-16 00:50:20,077-Speed 277.71 samples/sec   Loss 12.7304   Epoch: 0   Global Step: 6050   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:50:36,013-Speed 3212.86 samples/sec   Loss 12.6652   Epoch: 0   Global Step: 6100   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:50:51,771-Speed 3249.38 samples/sec   Loss 12.5627   Epoch: 0   Global Step: 6150   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:51:07,724-Speed 3209.47 samples/sec   Loss 12.4282   Epoch: 0   Global Step: 6200   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:51:23,626-Speed 3219.72 samples/sec   Loss 12.4276   Epoch: 0   Global Step: 6250   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:51:39,655-Speed 3194.44 samples/sec   Loss 12.2571   Epoch: 0   Global Step: 6300   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:51:55,596-Speed 3211.87 samples/sec   Loss 12.2612   Epoch: 0   Global Step: 6350   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:52:11,462-Speed 3227.08 samples/sec   Loss 12.1860   Epoch: 0   Global Step: 6400   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:52:27,330-Speed 3226.69 samples/sec   Loss 12.0485   Epoch: 0   Global Step: 6450   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:52:43,336-Speed 3199.03 samples/sec   Loss 12.0635   Epoch: 0   Global Step: 6500   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:52:59,447-Speed 3177.88 samples/sec   Loss 11.9361   Epoch: 0   Global Step: 6550   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:53:17,827-Speed 2785.84 samples/sec   Loss 11.8419   Epoch: 0   Global Step: 6600   Fp16 Grad Scale: 16384   Required: 37 hours
Training: 2021-03-16 00:53:34,439-Speed 3082.18 samples/sec   Loss 11.8191   Epoch: 0   Global Step: 6650   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:53:50,443-Speed 3199.30 samples/sec   Loss 11.7973   Epoch: 0   Global Step: 6700   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:54:08,067-Speed 2905.13 samples/sec   Loss 11.6999   Epoch: 0   Global Step: 6750   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:54:23,879-Speed 3238.20 samples/sec   Loss 11.5450   Epoch: 0   Global Step: 6800   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:54:39,768-Speed 3222.42 samples/sec   Loss 11.5234   Epoch: 0   Global Step: 6850   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:54:56,129-Speed 3129.50 samples/sec   Loss 11.4409   Epoch: 0   Global Step: 6900   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:55:12,034-Speed 3219.25 samples/sec   Loss 11.3351   Epoch: 0   Global Step: 6950   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:55:27,873-Speed 3232.50 samples/sec   Loss 11.4635   Epoch: 0   Global Step: 7000   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:55:43,698-Speed 3235.55 samples/sec   Loss 11.2835   Epoch: 0   Global Step: 7050   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:55:59,660-Speed 3207.70 samples/sec   Loss 11.2416   Epoch: 0   Global Step: 7100   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:56:15,531-Speed 3226.17 samples/sec   Loss 11.2017   Epoch: 0   Global Step: 7150   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:56:31,470-Speed 3212.35 samples/sec   Loss 11.0155   Epoch: 0   Global Step: 7200   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:56:48,127-Speed 3073.79 samples/sec   Loss 11.0165   Epoch: 0   Global Step: 7250   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:57:04,248-Speed 3176.20 samples/sec   Loss 10.9701   Epoch: 0   Global Step: 7300   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:57:20,229-Speed 3203.88 samples/sec   Loss 10.9204   Epoch: 0   Global Step: 7350   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:57:36,025-Speed 3241.33 samples/sec   Loss 10.8124   Epoch: 0   Global Step: 7400   Fp16 Grad Scale: 16384   Required: 36 hours
Training: 2021-03-16 00:57:51,800-Speed 3245.84 samples/sec   Loss 10.7536   Epoch: 0   Global Step: 7450   Fp16 Grad Scale: 16384   Required: 36 hours
