Training: 2021-03-05 10:55:08,966-rank_id: 0
Training: 2021-03-05 10:58:16,023-Speed 2601.67 samples/sec   Loss 41.7803   Epoch: 0   Global Step: 700   Required: 14 hours
Training: 2021-03-05 10:58:26,270-Speed 2498.41 samples/sec   Loss 41.3632   Epoch: 0   Global Step: 750   Required: 14 hours
Training: 2021-03-05 10:58:36,598-Speed 2479.06 samples/sec   Loss 40.8836   Epoch: 0   Global Step: 800   Required: 14 hours
Training: 2021-03-05 10:58:46,514-Speed 2581.76 samples/sec   Loss 40.5689   Epoch: 0   Global Step: 850   Required: 14 hours
Training: 2021-03-05 10:58:56,321-Speed 2610.64 samples/sec   Loss 40.0594   Epoch: 0   Global Step: 900   Required: 14 hours
Training: 2021-03-05 10:59:06,346-Speed 2553.77 samples/sec   Loss 39.7541   Epoch: 0   Global Step: 950   Required: 14 hours
Training: 2021-03-05 10:59:16,420-Speed 2541.38 samples/sec   Loss 39.2433   Epoch: 0   Global Step: 1000   Required: 14 hours
Training: 2021-03-05 10:59:26,511-Speed 2537.19 samples/sec   Loss 38.9198   Epoch: 0   Global Step: 1050   Required: 14 hours
Training: 2021-03-05 10:59:36,614-Speed 2534.07 samples/sec   Loss 38.4566   Epoch: 0   Global Step: 1100   Required: 14 hours
Training: 2021-03-05 10:59:46,476-Speed 2595.78 samples/sec   Loss 37.9849   Epoch: 0   Global Step: 1150   Required: 14 hours
Training: 2021-03-05 10:59:56,327-Speed 2598.88 samples/sec   Loss 37.5480   Epoch: 0   Global Step: 1200   Required: 14 hours
Training: 2021-03-05 11:00:06,383-Speed 2545.99 samples/sec   Loss 37.1879   Epoch: 0   Global Step: 1250   Required: 14 hours
Training: 2021-03-05 11:00:16,321-Speed 2576.09 samples/sec   Loss 36.8381   Epoch: 0   Global Step: 1300   Required: 14 hours
Training: 2021-03-05 11:00:26,255-Speed 2577.28 samples/sec   Loss 36.3057   Epoch: 0   Global Step: 1350   Required: 14 hours
Training: 2021-03-05 11:00:36,160-Speed 2584.77 samples/sec   Loss 36.0360   Epoch: 0   Global Step: 1400   Required: 14 hours
Training: 2021-03-05 11:00:46,111-Speed 2572.58 samples/sec   Loss 35.5679   Epoch: 0   Global Step: 1450   Required: 14 hours
Training: 2021-03-05 11:00:55,968-Speed 2597.49 samples/sec   Loss 35.0145   Epoch: 0   Global Step: 1500   Required: 14 hours
Training: 2021-03-05 11:01:05,876-Speed 2583.99 samples/sec   Loss 34.6785   Epoch: 0   Global Step: 1550   Required: 14 hours
Training: 2021-03-05 11:01:15,746-Speed 2593.89 samples/sec   Loss 34.3254   Epoch: 0   Global Step: 1600   Required: 14 hours
Training: 2021-03-05 11:01:25,665-Speed 2581.12 samples/sec   Loss 33.9557   Epoch: 0   Global Step: 1650   Required: 14 hours
Training: 2021-03-05 11:01:35,614-Speed 2573.46 samples/sec   Loss 33.4725   Epoch: 0   Global Step: 1700   Required: 14 hours
Training: 2021-03-05 11:01:45,477-Speed 2595.59 samples/sec   Loss 33.0607   Epoch: 0   Global Step: 1750   Required: 14 hours
Training: 2021-03-05 11:01:55,459-Speed 2564.79 samples/sec   Loss 32.6607   Epoch: 0   Global Step: 1800   Required: 14 hours
Training: 2021-03-05 11:02:05,371-Speed 2582.95 samples/sec   Loss 32.2238   Epoch: 0   Global Step: 1850   Required: 14 hours
Training: 2021-03-05 11:02:15,253-Speed 2590.65 samples/sec   Loss 31.8748   Epoch: 0   Global Step: 1900   Required: 14 hours
Training: 2021-03-05 11:02:25,196-Speed 2575.10 samples/sec   Loss 31.4677   Epoch: 0   Global Step: 1950   Required: 14 hours
Training: 2021-03-05 11:02:35,051-Speed 2597.68 samples/sec   Loss 31.1707   Epoch: 0   Global Step: 2000   Required: 14 hours
Training: 2021-03-05 11:03:05,068-[lfw][2000]XNorm: 20.589432
Training: 2021-03-05 11:03:05,069-[lfw][2000]Accuracy-Flip: 0.94850+-0.00979
Training: 2021-03-05 11:03:05,069-[lfw][2000]Accuracy-Highest: 0.94850
Training: 2021-03-05 11:03:38,878-[cfp_fp][2000]XNorm: 16.923272
Training: 2021-03-05 11:03:38,879-[cfp_fp][2000]Accuracy-Flip: 0.75757+-0.01791
Training: 2021-03-05 11:03:38,879-[cfp_fp][2000]Accuracy-Highest: 0.75757
Training: 2021-03-05 11:04:08,785-[agedb_30][2000]XNorm: 18.547281
Training: 2021-03-05 11:04:08,786-[agedb_30][2000]Accuracy-Flip: 0.79317+-0.01857
Training: 2021-03-05 11:04:08,786-[agedb_30][2000]Accuracy-Highest: 0.79317
Training: 2021-03-05 11:04:18,719-Speed 246.95 samples/sec   Loss 30.7715   Epoch: 0   Global Step: 2050   Required: 17 hours
Training: 2021-03-05 11:04:28,544-Speed 2605.61 samples/sec   Loss 30.4121   Epoch: 0   Global Step: 2100   Required: 17 hours
Training: 2021-03-05 11:04:38,596-Speed 2547.14 samples/sec   Loss 30.1110   Epoch: 0   Global Step: 2150   Required: 17 hours
Training: 2021-03-05 11:04:48,663-Speed 2543.11 samples/sec   Loss 29.7011   Epoch: 0   Global Step: 2200   Required: 17 hours
Training: 2021-03-05 11:04:58,658-Speed 2561.49 samples/sec   Loss 29.4979   Epoch: 0   Global Step: 2250   Required: 17 hours
Training: 2021-03-05 11:05:08,862-Speed 2508.88 samples/sec   Loss 28.8867   Epoch: 0   Global Step: 2300   Required: 17 hours
Training: 2021-03-05 11:05:18,697-Speed 2603.28 samples/sec   Loss 28.8031   Epoch: 0   Global Step: 2350   Required: 16 hours
Training: 2021-03-05 11:05:28,490-Speed 2614.18 samples/sec   Loss 28.5115   Epoch: 0   Global Step: 2400   Required: 16 hours
Training: 2021-03-05 11:05:38,348-Speed 2597.14 samples/sec   Loss 28.0629   Epoch: 0   Global Step: 2450   Required: 16 hours
Training: 2021-03-05 11:05:48,159-Speed 2609.46 samples/sec   Loss 27.6661   Epoch: 0   Global Step: 2500   Required: 16 hours
Training: 2021-03-05 11:05:58,232-Speed 2541.65 samples/sec   Loss 27.5449   Epoch: 0   Global Step: 2550   Required: 16 hours
Training: 2021-03-05 11:06:08,040-Speed 2610.31 samples/sec   Loss 27.2034   Epoch: 0   Global Step: 2600   Required: 16 hours
Training: 2021-03-05 11:06:18,102-Speed 2544.51 samples/sec   Loss 26.9077   Epoch: 0   Global Step: 2650   Required: 16 hours
Training: 2021-03-05 11:06:27,911-Speed 2609.80 samples/sec   Loss 26.7593   Epoch: 0   Global Step: 2700   Required: 16 hours
Training: 2021-03-05 11:06:37,826-Speed 2582.29 samples/sec   Loss 26.4982   Epoch: 0   Global Step: 2750   Required: 16 hours
Training: 2021-03-05 11:06:47,942-Speed 2530.80 samples/sec   Loss 26.1456   Epoch: 0   Global Step: 2800   Required: 16 hours
Training: 2021-03-05 11:06:57,754-Speed 2608.99 samples/sec   Loss 25.8456   Epoch: 0   Global Step: 2850   Required: 16 hours
Training: 2021-03-05 11:07:07,688-Speed 2577.45 samples/sec   Loss 25.7041   Epoch: 0   Global Step: 2900   Required: 16 hours
Training: 2021-03-05 11:07:17,565-Speed 2591.93 samples/sec   Loss 25.5039   Epoch: 0   Global Step: 2950   Required: 16 hours
Training: 2021-03-05 11:07:27,380-Speed 2608.44 samples/sec   Loss 25.2542   Epoch: 0   Global Step: 3000   Required: 16 hours
Training: 2021-03-05 11:07:37,340-Speed 2570.56 samples/sec   Loss 25.0052   Epoch: 0   Global Step: 3050   Required: 16 hours
Training: 2021-03-05 11:07:47,191-Speed 2598.86 samples/sec   Loss 24.8396   Epoch: 0   Global Step: 3100   Required: 16 hours
Training: 2021-03-05 11:07:57,116-Speed 2579.64 samples/sec   Loss 24.6810   Epoch: 0   Global Step: 3150   Required: 16 hours
Training: 2021-03-05 11:08:07,021-Speed 2584.60 samples/sec   Loss 24.3235   Epoch: 0   Global Step: 3200   Required: 16 hours
Training: 2021-03-05 11:08:16,970-Speed 2573.31 samples/sec   Loss 24.2757   Epoch: 0   Global Step: 3250   Required: 16 hours
Training: 2021-03-05 11:08:26,808-Speed 2602.30 samples/sec   Loss 24.0336   Epoch: 0   Global Step: 3300   Required: 16 hours
Training: 2021-03-05 11:08:36,612-Speed 2611.32 samples/sec   Loss 23.9181   Epoch: 0   Global Step: 3350   Required: 16 hours
Training: 2021-03-05 11:08:46,876-Speed 2494.48 samples/sec   Loss 23.7927   Epoch: 0   Global Step: 3400   Required: 16 hours
Training: 2021-03-05 11:08:56,688-Speed 2609.38 samples/sec   Loss 23.5851   Epoch: 0   Global Step: 3450   Required: 15 hours
Training: 2021-03-05 11:09:06,856-Speed 2517.74 samples/sec   Loss 23.4403   Epoch: 0   Global Step: 3500   Required: 15 hours
Training: 2021-03-05 11:09:16,755-Speed 2586.28 samples/sec   Loss 23.3004   Epoch: 0   Global Step: 3550   Required: 15 hours
Training: 2021-03-05 11:09:26,853-Speed 2535.38 samples/sec   Loss 23.1031   Epoch: 0   Global Step: 3600   Required: 15 hours
Training: 2021-03-05 11:09:36,731-Speed 2591.84 samples/sec   Loss 22.8894   Epoch: 0   Global Step: 3650   Required: 15 hours
Training: 2021-03-05 11:09:46,546-Speed 2608.35 samples/sec   Loss 22.8329   Epoch: 0   Global Step: 3700   Required: 15 hours
Training: 2021-03-05 11:09:56,473-Speed 2578.98 samples/sec   Loss 22.8183   Epoch: 0   Global Step: 3750   Required: 15 hours
Training: 2021-03-05 11:10:06,361-Speed 2589.22 samples/sec   Loss 22.5548   Epoch: 0   Global Step: 3800   Required: 15 hours
Training: 2021-03-05 11:10:16,273-Speed 2582.93 samples/sec   Loss 22.5116   Epoch: 0   Global Step: 3850   Required: 15 hours
Training: 2021-03-05 11:10:26,368-Speed 2536.27 samples/sec   Loss 22.2037   Epoch: 0   Global Step: 3900   Required: 15 hours
Training: 2021-03-05 11:10:36,241-Speed 2592.97 samples/sec   Loss 22.0630   Epoch: 0   Global Step: 3950   Required: 15 hours
Training: 2021-03-05 11:10:46,185-Speed 2574.48 samples/sec   Loss 22.0454   Epoch: 0   Global Step: 4000   Required: 15 hours
Training: 2021-03-05 11:11:15,671-[lfw][4000]XNorm: 21.396790
Training: 2021-03-05 11:11:15,672-[lfw][4000]Accuracy-Flip: 0.98417+-0.00700
Training: 2021-03-05 11:11:15,672-[lfw][4000]Accuracy-Highest: 0.98417
Training: 2021-03-05 11:11:49,688-[cfp_fp][4000]XNorm: 18.061864
Training: 2021-03-05 11:11:49,689-[cfp_fp][4000]Accuracy-Flip: 0.86229+-0.01835
Training: 2021-03-05 11:11:49,689-[cfp_fp][4000]Accuracy-Highest: 0.86229
Training: 2021-03-05 11:12:19,270-[agedb_30][4000]XNorm: 20.389958
Training: 2021-03-05 11:12:19,271-[agedb_30][4000]Accuracy-Flip: 0.88817+-0.01931
Training: 2021-03-05 11:12:19,271-[agedb_30][4000]Accuracy-Highest: 0.88817
Training: 2021-03-05 11:12:29,076-Speed 248.81 samples/sec   Loss 21.8578   Epoch: 0   Global Step: 4050   Required: 17 hours
Training: 2021-03-05 11:12:39,691-Speed 2411.98 samples/sec   Loss 21.9122   Epoch: 0   Global Step: 4100   Required: 17 hours
Training: 2021-03-05 11:12:49,553-Speed 2596.46 samples/sec   Loss 21.7124   Epoch: 0   Global Step: 4150   Required: 17 hours
Training: 2021-03-05 11:12:59,379-Speed 2605.77 samples/sec   Loss 21.3766   Epoch: 0   Global Step: 4200   Required: 17 hours
Training: 2021-03-05 11:13:09,193-Speed 2608.44 samples/sec   Loss 21.4891   Epoch: 0   Global Step: 4250   Required: 17 hours
Training: 2021-03-05 11:13:18,986-Speed 2614.39 samples/sec   Loss 21.5035   Epoch: 0   Global Step: 4300   Required: 17 hours
Training: 2021-03-05 11:13:28,777-Speed 2614.98 samples/sec   Loss 21.2107   Epoch: 0   Global Step: 4350   Required: 16 hours
Training: 2021-03-05 11:13:38,571-Speed 2613.83 samples/sec   Loss 21.1177   Epoch: 0   Global Step: 4400   Required: 16 hours
Training: 2021-03-05 11:13:48,367-Speed 2613.60 samples/sec   Loss 20.9530   Epoch: 0   Global Step: 4450   Required: 16 hours
Training: 2021-03-05 11:13:58,279-Speed 2582.83 samples/sec   Loss 20.9869   Epoch: 0   Global Step: 4500   Required: 16 hours
Training: 2021-03-05 11:14:08,138-Speed 2596.82 samples/sec   Loss 20.7890   Epoch: 0   Global Step: 4550   Required: 16 hours
Training: 2021-03-05 11:14:18,080-Speed 2575.06 samples/sec   Loss 20.5988   Epoch: 0   Global Step: 4600   Required: 16 hours
Training: 2021-03-05 11:14:27,914-Speed 2603.48 samples/sec   Loss 20.5479   Epoch: 0   Global Step: 4650   Required: 16 hours
Training: 2021-03-05 11:14:37,721-Speed 2610.60 samples/sec   Loss 20.4499   Epoch: 0   Global Step: 4700   Required: 16 hours
Training: 2021-03-05 11:14:47,836-Speed 2531.08 samples/sec   Loss 20.3709   Epoch: 0   Global Step: 4750   Required: 16 hours
Training: 2021-03-05 11:14:57,637-Speed 2612.05 samples/sec   Loss 20.2368   Epoch: 0   Global Step: 4800   Required: 16 hours
Training: 2021-03-05 11:15:07,560-Speed 2580.10 samples/sec   Loss 20.1580   Epoch: 0   Global Step: 4850   Required: 16 hours
Training: 2021-03-05 11:15:17,395-Speed 2603.20 samples/sec   Loss 20.1162   Epoch: 0   Global Step: 4900   Required: 16 hours
Training: 2021-03-05 11:15:27,292-Speed 2586.69 samples/sec   Loss 20.0769   Epoch: 0   Global Step: 4950   Required: 16 hours
Training: 2021-03-05 11:15:37,215-Speed 2580.16 samples/sec   Loss 19.9870   Epoch: 0   Global Step: 5000   Required: 16 hours
Training: 2021-03-05 11:15:47,047-Speed 2603.93 samples/sec   Loss 19.9181   Epoch: 0   Global Step: 5050   Required: 16 hours
Training: 2021-03-05 11:15:56,951-Speed 2585.14 samples/sec   Loss 19.8309   Epoch: 0   Global Step: 5100   Required: 16 hours
Training: 2021-03-05 11:16:06,792-Speed 2601.37 samples/sec   Loss 19.6277   Epoch: 0   Global Step: 5150   Required: 16 hours
Training: 2021-03-05 11:16:16,670-Speed 2591.80 samples/sec   Loss 19.5310   Epoch: 0   Global Step: 5200   Required: 16 hours
Training: 2021-03-05 11:16:26,574-Speed 2585.04 samples/sec   Loss 19.3427   Epoch: 0   Global Step: 5250   Required: 16 hours
Training: 2021-03-05 11:16:36,377-Speed 2611.76 samples/sec   Loss 19.4280   Epoch: 0   Global Step: 5300   Required: 16 hours
Training: 2021-03-05 11:16:46,392-Speed 2556.22 samples/sec   Loss 19.2920   Epoch: 0   Global Step: 5350   Required: 16 hours
Training: 2021-03-05 11:16:56,239-Speed 2599.90 samples/sec   Loss 19.3594   Epoch: 0   Global Step: 5400   Required: 16 hours
Training: 2021-03-05 11:17:06,135-Speed 2587.08 samples/sec   Loss 19.1464   Epoch: 0   Global Step: 5450   Required: 16 hours
Training: 2021-03-05 11:17:16,103-Speed 2568.52 samples/sec   Loss 19.1490   Epoch: 0   Global Step: 5500   Required: 16 hours
Training: 2021-03-05 11:17:26,000-Speed 2586.65 samples/sec   Loss 19.2203   Epoch: 0   Global Step: 5550   Required: 16 hours
Training: 2021-03-05 11:17:35,862-Speed 2596.22 samples/sec   Loss 19.0834   Epoch: 0   Global Step: 5600   Required: 16 hours
Training: 2021-03-05 11:17:45,666-Speed 2611.22 samples/sec   Loss 19.0948   Epoch: 0   Global Step: 5650   Required: 16 hours
Training: 2021-03-05 11:17:55,476-Speed 2609.70 samples/sec   Loss 18.9131   Epoch: 0   Global Step: 5700   Required: 16 hours
Training: 2021-03-05 11:18:05,310-Speed 2603.63 samples/sec   Loss 18.8588   Epoch: 0   Global Step: 5750   Required: 16 hours
Training: 2021-03-05 11:18:15,164-Speed 2597.85 samples/sec   Loss 18.7994   Epoch: 0   Global Step: 5800   Required: 16 hours
Training: 2021-03-05 11:18:25,096-Speed 2577.76 samples/sec   Loss 18.7128   Epoch: 0   Global Step: 5850   Required: 16 hours
Training: 2021-03-05 11:18:34,989-Speed 2587.91 samples/sec   Loss 18.7138   Epoch: 0   Global Step: 5900   Required: 16 hours
Training: 2021-03-05 11:18:45,085-Speed 2535.81 samples/sec   Loss 18.6462   Epoch: 0   Global Step: 5950   Required: 16 hours
Training: 2021-03-05 11:18:55,143-Speed 2545.41 samples/sec   Loss 18.6064   Epoch: 0   Global Step: 6000   Required: 16 hours
Training: 2021-03-05 11:19:24,750-[lfw][6000]XNorm: 24.980105
Training: 2021-03-05 11:19:24,751-[lfw][6000]Accuracy-Flip: 0.98983+-0.00660
Training: 2021-03-05 11:19:24,751-[lfw][6000]Accuracy-Highest: 0.98983
Training: 2021-03-05 11:19:59,026-[cfp_fp][6000]XNorm: 21.769716
Training: 2021-03-05 11:19:59,027-[cfp_fp][6000]Accuracy-Flip: 0.90200+-0.01821
Training: 2021-03-05 11:19:59,027-[cfp_fp][6000]Accuracy-Highest: 0.90200
Training: 2021-03-05 11:20:28,884-[agedb_30][6000]XNorm: 24.274282
Training: 2021-03-05 11:20:28,885-[agedb_30][6000]Accuracy-Flip: 0.92417+-0.01692
Training: 2021-03-05 11:20:28,885-[agedb_30][6000]Accuracy-Highest: 0.92417
Training: 2021-03-05 11:20:38,753-Speed 247.08 samples/sec   Loss 18.5329   Epoch: 0   Global Step: 6050   Required: 17 hours
Training: 2021-03-05 11:20:48,511-Speed 2623.77 samples/sec   Loss 18.5136   Epoch: 0   Global Step: 6100   Required: 17 hours
Training: 2021-03-05 11:20:58,593-Speed 2539.25 samples/sec   Loss 18.4547   Epoch: 0   Global Step: 6150   Required: 17 hours
Training: 2021-03-05 11:21:08,763-Speed 2517.35 samples/sec   Loss 18.5083   Epoch: 0   Global Step: 6200   Required: 16 hours
Training: 2021-03-05 11:21:18,701-Speed 2576.22 samples/sec   Loss 18.2799   Epoch: 0   Global Step: 6250   Required: 16 hours
Training: 2021-03-05 11:21:28,496-Speed 2613.63 samples/sec   Loss 18.2483   Epoch: 0   Global Step: 6300   Required: 16 hours
Training: 2021-03-05 11:21:38,374-Speed 2591.88 samples/sec   Loss 18.1952   Epoch: 0   Global Step: 6350   Required: 16 hours
Training: 2021-03-05 11:21:48,168-Speed 2614.22 samples/sec   Loss 18.3402   Epoch: 0   Global Step: 6400   Required: 16 hours
Training: 2021-03-05 11:21:57,984-Speed 2607.87 samples/sec   Loss 18.2802   Epoch: 0   Global Step: 6450   Required: 16 hours
Training: 2021-03-05 11:22:07,954-Speed 2567.91 samples/sec   Loss 18.0277   Epoch: 0   Global Step: 6500   Required: 16 hours
Training: 2021-03-05 11:22:17,711-Speed 2624.04 samples/sec   Loss 18.0291   Epoch: 0   Global Step: 6550   Required: 16 hours
Training: 2021-03-05 11:22:27,580-Speed 2594.16 samples/sec   Loss 18.0453   Epoch: 0   Global Step: 6600   Required: 16 hours
Training: 2021-03-05 11:22:37,399-Speed 2607.37 samples/sec   Loss 17.9723   Epoch: 0   Global Step: 6650   Required: 16 hours
Training: 2021-03-05 11:22:47,494-Speed 2536.13 samples/sec   Loss 18.0244   Epoch: 0   Global Step: 6700   Required: 16 hours
Training: 2021-03-05 11:22:57,561-Speed 2543.22 samples/sec   Loss 17.8526   Epoch: 0   Global Step: 6750   Required: 16 hours
Training: 2021-03-05 11:23:07,444-Speed 2590.42 samples/sec   Loss 17.8523   Epoch: 0   Global Step: 6800   Required: 16 hours
Training: 2021-03-05 11:23:17,259-Speed 2608.29 samples/sec   Loss 17.8485   Epoch: 0   Global Step: 6850   Required: 16 hours
Training: 2021-03-05 11:23:27,138-Speed 2591.56 samples/sec   Loss 17.7241   Epoch: 0   Global Step: 6900   Required: 16 hours
Training: 2021-03-05 11:23:37,270-Speed 2526.80 samples/sec   Loss 17.8573   Epoch: 0   Global Step: 6950   Required: 16 hours
Training: 2021-03-05 11:23:47,080-Speed 2609.80 samples/sec   Loss 17.6817   Epoch: 0   Global Step: 7000   Required: 16 hours
Training: 2021-03-05 11:23:56,900-Speed 2607.23 samples/sec   Loss 17.7255   Epoch: 0   Global Step: 7050   Required: 16 hours
Training: 2021-03-05 11:24:06,689-Speed 2615.20 samples/sec   Loss 17.5917   Epoch: 0   Global Step: 7100   Required: 16 hours
Training: 2021-03-05 11:24:16,516-Speed 2605.36 samples/sec   Loss 17.6584   Epoch: 0   Global Step: 7150   Required: 16 hours
Training: 2021-03-05 11:24:26,338-Speed 2606.76 samples/sec   Loss 17.5941   Epoch: 0   Global Step: 7200   Required: 16 hours
Training: 2021-03-05 11:24:36,194-Speed 2597.54 samples/sec   Loss 17.4335   Epoch: 0   Global Step: 7250   Required: 16 hours
Training: 2021-03-05 11:24:46,108-Speed 2582.40 samples/sec   Loss 17.5681   Epoch: 0   Global Step: 7300   Required: 16 hours
Training: 2021-03-05 11:24:55,989-Speed 2590.81 samples/sec   Loss 17.3780   Epoch: 0   Global Step: 7350   Required: 16 hours
Training: 2021-03-05 11:25:05,827-Speed 2602.51 samples/sec   Loss 17.5736   Epoch: 0   Global Step: 7400   Required: 16 hours
Training: 2021-03-05 11:25:15,666-Speed 2601.97 samples/sec   Loss 17.5987   Epoch: 0   Global Step: 7450   Required: 16 hours
Training: 2021-03-05 11:25:25,466-Speed 2612.56 samples/sec   Loss 17.3497   Epoch: 0   Global Step: 7500   Required: 16 hours
Training: 2021-03-05 11:25:35,447-Speed 2564.97 samples/sec   Loss 17.4178   Epoch: 0   Global Step: 7550   Required: 16 hours
Training: 2021-03-05 11:25:45,262-Speed 2608.34 samples/sec   Loss 17.1814   Epoch: 0   Global Step: 7600   Required: 16 hours
Training: 2021-03-05 11:25:55,164-Speed 2585.70 samples/sec   Loss 17.2468   Epoch: 0   Global Step: 7650   Required: 16 hours
Training: 2021-03-05 11:26:05,032-Speed 2594.27 samples/sec   Loss 17.2577   Epoch: 0   Global Step: 7700   Required: 16 hours
Training: 2021-03-05 11:26:14,990-Speed 2570.94 samples/sec   Loss 17.2242   Epoch: 0   Global Step: 7750   Required: 16 hours
Training: 2021-03-05 11:26:24,824-Speed 2603.63 samples/sec   Loss 17.1445   Epoch: 0   Global Step: 7800   Required: 16 hours
Training: 2021-03-05 11:26:34,596-Speed 2619.87 samples/sec   Loss 16.9571   Epoch: 0   Global Step: 7850   Required: 16 hours
Training: 2021-03-05 11:26:44,442-Speed 2600.17 samples/sec   Loss 17.2174   Epoch: 0   Global Step: 7900   Required: 16 hours
Training: 2021-03-05 11:26:54,255-Speed 2608.89 samples/sec   Loss 17.0888   Epoch: 0   Global Step: 7950   Required: 16 hours
Training: 2021-03-05 11:27:04,083-Speed 2605.00 samples/sec   Loss 16.9921   Epoch: 0   Global Step: 8000   Required: 16 hours
Training: 2021-03-05 11:27:33,439-[lfw][8000]XNorm: 23.159289
Training: 2021-03-05 11:27:33,440-[lfw][8000]Accuracy-Flip: 0.99100+-0.00559
Training: 2021-03-05 11:27:33,440-[lfw][8000]Accuracy-Highest: 0.99100
Training: 2021-03-05 11:28:07,795-[cfp_fp][8000]XNorm: 19.886976
Training: 2021-03-05 11:28:07,796-[cfp_fp][8000]Accuracy-Flip: 0.92329+-0.01060
Training: 2021-03-05 11:28:07,796-[cfp_fp][8000]Accuracy-Highest: 0.92329
Training: 2021-03-05 11:28:37,606-[agedb_30][8000]XNorm: 22.224280
Training: 2021-03-05 11:28:37,607-[agedb_30][8000]Accuracy-Flip: 0.92883+-0.01600
Training: 2021-03-05 11:28:37,607-[agedb_30][8000]Accuracy-Highest: 0.92883
Training: 2021-03-05 11:28:47,825-Speed 246.77 samples/sec   Loss 17.0304   Epoch: 0   Global Step: 8050   Required: 16 hours
Training: 2021-03-05 11:28:57,601-Speed 2619.08 samples/sec   Loss 17.0465   Epoch: 0   Global Step: 8100   Required: 16 hours
Training: 2021-03-05 11:29:07,749-Speed 2522.88 samples/sec   Loss 17.0774   Epoch: 0   Global Step: 8150   Required: 16 hours
Training: 2021-03-05 11:29:17,521-Speed 2619.89 samples/sec   Loss 16.9888   Epoch: 0   Global Step: 8200   Required: 16 hours
Training: 2021-03-05 11:29:27,373-Speed 2598.83 samples/sec   Loss 16.9920   Epoch: 0   Global Step: 8250   Required: 16 hours
Training: 2021-03-05 11:29:37,605-Speed 2502.07 samples/sec   Loss 17.0560   Epoch: 0   Global Step: 8300   Required: 16 hours
Training: 2021-03-05 11:29:47,375-Speed 2620.38 samples/sec   Loss 16.8201   Epoch: 0   Global Step: 8350   Required: 16 hours
Training: 2021-03-05 11:29:57,690-Speed 2481.92 samples/sec   Loss 17.0097   Epoch: 0   Global Step: 8400   Required: 16 hours
Training: 2021-03-05 11:30:07,474-Speed 2616.88 samples/sec   Loss 16.9466   Epoch: 0   Global Step: 8450   Required: 16 hours
Training: 2021-03-05 11:30:17,537-Speed 2544.11 samples/sec   Loss 17.0208   Epoch: 0   Global Step: 8500   Required: 16 hours
Training: 2021-03-05 11:30:27,491-Speed 2572.02 samples/sec   Loss 16.8165   Epoch: 0   Global Step: 8550   Required: 16 hours
Training: 2021-03-05 11:30:37,300-Speed 2610.04 samples/sec   Loss 16.9188   Epoch: 0   Global Step: 8600   Required: 16 hours
Training: 2021-03-05 11:30:47,183-Speed 2590.53 samples/sec   Loss 16.7606   Epoch: 0   Global Step: 8650   Required: 16 hours
Training: 2021-03-05 11:30:56,983-Speed 2612.45 samples/sec   Loss 16.7350   Epoch: 0   Global Step: 8700   Required: 16 hours
Training: 2021-03-05 11:31:06,939-Speed 2571.52 samples/sec   Loss 16.8008   Epoch: 0   Global Step: 8750   Required: 16 hours
Training: 2021-03-05 11:31:16,803-Speed 2595.37 samples/sec   Loss 16.7316   Epoch: 0   Global Step: 8800   Required: 16 hours
Training: 2021-03-05 11:31:26,840-Speed 2550.70 samples/sec   Loss 16.6511   Epoch: 0   Global Step: 8850   Required: 16 hours
